Source,Target,Type
WFM,VLO,Undirected
AES,VLO,Undirected
EQT,VLO,Undirected
FE,VLO,Undirected
TEG,VLO,Undirected
GAS,VLO,Undirected
OKE,VLO,Undirected
PNW,VLO,Undirected
PGN,VLO,Undirected
SRE,VLO,Undirected
SO,VLO,Undirected
WEC,VLO,Undirected
APA,VLO,Undirected
CVX,VLO,Undirected
COP,VLO,Undirected
CNX,VLO,Undirected
DVN,VLO,Undirected
EOG,VLO,Undirected
FTI,VLO,Undirected
MRO,VLO,Undirected
MUR,VLO,Undirected
NBR,VLO,Undirected
NE,VLO,Undirected
BTU,VLO,Undirected
RRC,VLO,Undirected
SWN,VLO,Undirected
SUN,VLO,Undirected
TSO,VLO,Undirected
MO,WMB,Undirected
CL,WMB,Undirected
STZ,WMB,Undirected
EL,WMB,Undirected
HNZ,WMB,Undirected
KR,WMB,Undirected
MKC,WMB,Undirected
TAP,WMB,Undirected
PG,WMB,Undirected
RAI,WMB,Undirected
SVU,WMB,Undirected
HSY,WMB,Undirected
TSN,WMB,Undirected
AES,WMB,Undirected
CMS,WMB,Undirected
CEG,WMB,Undirected
DTE,WMB,Undirected
EQT,WMB,Undirected
FE,WMB,Undirected
NI,WMB,Undirected
OKE,WMB,Undirected
PGN,WMB,Undirected
SO,WMB,Undirected
APC,WMB,Undirected
COG,WMB,Undirected
CAM,WMB,Undirected
COP,WMB,Undirected
DNR,WMB,Undirected
EP,WMB,Undirected
FTI,WMB,Undirected
HP,WMB,Undirected
MRO,WMB,Undirected
MUR,WMB,Undirected
NBR,WMB,Undirected
NFX,WMB,Undirected
NBL,WMB,Undirected
OXY,WMB,Undirected
PXD,WMB,Undirected
SLB,WMB,Undirected
SWN,WMB,Undirected
VLO,WMB,Undirected
